ZIP,COUNTY,CITY,STATE
72160,ARKANSAS,STUTTGART,AR
42539,CASEY,LIBERTY,KY
40336,ESTILL,IRVINE,KY
41653,FLOYD,PRESTONSBURG,KY
40207,JEFFERSON,LOUISVILLE,KY
40215,JEFFERSON,LOUISVILLE,KY
40207,JEFFERSON,LOUISVILLE,KY
40031,OLDHAM,LAGRANGE,KY
48624,GLADWIN,GLADWIN,MI
49868,LUCE,NEWBERRY,MI
49862,ALGER,MUNISING,MI
48843,LIVINGSTON,HOWELL,MI
49242,HILLSDALE,HILLSDALE,MI
48071,OAKLAND,MADISON HEIGHTS,MI
49098,BERRIEN,WATERVLIET,MI
48858,ISABELLA,MOUNT PLEASANT,MI
49431,MASON,LUDINGTON,MI
49079,VAN BUREN,PAW PAW,MI
48427,SANILAC,DECKERVILLE,MI
48202,WAYNE,DETROIT,MI
56007,FREEBORN,ALBERT LEA,MN
55009,GOODHUE,CANNON FALLS,MN
56031,MARTIN,FAIRMONT,MN
56087,BROWN,SPRINGFIELD,MN
65201,BOONE,COLUMBIA,MO
58554,MORTON,MANDAN,ND
58533,GRANT,ELGIN,ND
46011,MADISON,ANDERSON,IN
46601,ST. JOSEPH,SOUTH BEND,IN
89128,CLARK,LAS VEGAS,NV
89119,CLARK,LAS VEGAS,NV
19124,PHILADELPHIA,PHILADELPHIA,PA
19107,PHILADELPHIA,PHILADELPHIA,PA
19104,PHILADELPHIA,PHILADELPHIA,PA
19130,PHILADELPHIA,PHILADELPHIA,PA
19104,PHILADELPHIA,PHILADELPHIA,PA
17822,MONTOUR,DANVILLE,PA
30115,CHEROKEE,CANTON,GA
31620,COOK,ADEL,GA
59501,HILL,HAVRE,MT
29425,CHARLESTON,CHARLESTON,SC
30346,DEKALB,ATLANTA,GA
22835,PAGE,LURAY,VA
44266,PORTAGE,RAVENNA,OH
78746,TRAVIS,AUSTIN,TX
76104,TARRANT,FORT WORTH,TX
98356,LEWIS,MORTON,WA
46032,HAMILTON,CARMEL,IN
53045,WAUKESHA,BROOKFIELD,WI
53132,MILWAUKEE,FRANKLIN,WI
53210,MILWAUKEE,MILWAUKEE,WI
54476,MARATHON,WESTON,WI
53215,MILWAUKEE,MILWAUKEE,WI
54501,ONEIDA,RHINELANDER,WI
45409,MONTGOMERY,DAYTON,OH
54481,PORTAGE,STEVENS POINT,WI
54495,WOOD,WISCONSIN RAPIDS,WI
54401,MARATHON,WAUSAU,WI
53121,WALWORTH,ELKHORN,WI
53027,WASHINGTON,HARTFORD,WI
53142,KENOSHA,KENOSHA,WI
54241,MANITOWOC,TWO RIVERS,WI
46176,SHELBY,SHELBYVILLE,IN
79410,LUBBOCK,LUBBOCK,TX
46992,WABASH,WABASH,IN
46307,LAKE,CROWN POINT,IN
47586,PERRY,TELL CITY,IN
44481,TRUMBULL,WARREN,OH
44482,TRUMBULL,WARREN,OH
97031,HOOD RIVER,HOOD RIVER,OR
60901,KANKAKEE,KANKAKEE,IL
97845,GRANT,JOHN DAY,OR
12601,DUTCHESS,POUGHKEEPSIE,NY
14215,ERIE,BUFFALO,NY
14607,MONROE,ROCHESTER,NY
11030,NASSAU,MANHASSET,NY
44221,SUMMIT,CUYAHOGA FALLS,OH
11554,NASSAU,EAST MEADOW,NY
11510,NASSAU,OCEANSIDE,NY
13210,ONONDAGA,SYRACUSE,NY
12550,ORANGE,NEWBURGH,NY
10924,ORANGE,MIDDLETOWN,NY
12180,RENSSELAER,TROY,NY
13676,ST. LAWRENCE,POTSDAM,NY
98250,SAN JUAN,FRIDAY HARBOR,WA
10960,ROCKLAND,NYACK,NY
12866,SARATOGA,SARATOGA,NY
60035,LAKE,HIGHLAND PARK,IL
60048,LAKE,LIBERTYVILLE,IL
60010,LAKE,BARRINGTON,IL
61401,KNOX,GALESBURG,IL
61401,KNOX,GALESBURG,IL
60099,LAKE,ZION,IL
21205,BALTIMORE CITY,BALTIMORE,MD
21202,BALTIMORE CITY,BALTIMORE,MD
21215,BALTIMORE CITY,BALTIMORE,MD
21201,BALTIMORE CITY,BALTIMORE,MD
14843,STEUBEN,HORNELL,NY
21224,BALTIMORE CITY,BALTIMORE,MD
11968,SUFFOLK,SOUTHAMPTON,NY
11901,SUFFOLK,GREENPORT,NY
11743,SUFFOLK,HUNTINGTON,NY
11706,SUFFOLK,BAY SHORE,NY
40504,FAYETTE,LEXINGTON,KY
40502,FAYETTE,LEXINGTON,KY
10901,SUFFOLK,WEST ISLIP,NY
12401,ULSTER,KINGSTON,NY
12428,ULSTER,ELLENVILLE,NY
14513,WAYNE,NEWARK,NY
10522,WESTCHESTER,DOBBS FERRY,NY
10591,WESTCHESTER,SLEEPY HOLLOW,NY
42754,GRAYSON,LEITCHFIELD,KY
41101,GREENUP,ASHLAND,KY
10595,WESTCHESTER,VALHALLA,NY
62650,MORGAN,JACKSONVILLE,IL
21740,WASHINGTON,HAGERSTOWN,MD
40444,GARRARD,LANCASTER,KY
10532,WESTCHESTER,VALHALLA,NY
10466,BRONX,BRONX,NY
40601,FRANKLIN,FRANKFORT,KY
10467,BRONX,BRONX,NY
21742,WASHINGTON,HAGERSTOWN,MD
11212,KINGS,BROOKLYN,NY
11201,KINGS,BROOKLYN,NY
10461,BRONX,BRONX,NY
11203,KINGS,BROOKLYN,NY
11235,KINGS,BROOKLYN,NY
11209,KINGS,BROOKLYN,NY
10036,BRONX,BRONX,NY
11215,KINGS,BROOKLYN,NY
10003,NEW YORK,NEW YORK,NY
10032,NEW YORK,NEW YORK,NY
10019,NEW YORK,NEW YORK,NY
11373,QUEENS,ELMHURST,NY
11414,QUEENS,JAMAICA,NY
60942,VERMILION,HOOPESTON,IL
61832,VERMILION,DANVILLE,IL
42101,WARREN,BOWLING GREEN,KY
11355,QUEENS,FLUSHING,NY
67037,SEDGWICK,DERBY,KS
11542,NASSAU,GLEN COVE,NY
40484,LINCOLN,STANFORD,KY
42078,LIVINGSTON,SALEM,KY
10802,WESTCHESTER,NEW ROCHELLE,NY
11234,KINGS,BROOKLYN,NY
10605,WESTCHESTER,WHITE PLAINS,NY
10037,NEW YORK,NEW YORK,NY
10035,NEW YORK,NEW YORK,NY
10457,BRONX,BRONX,NY
14810,STEUBEN,BATH,NY
12010,MONTGOMERY,AMSTERDAM,NY
12180,RENSSELAER,TROY,NY
60450,GRUNDY,MORRIS,IL
61104,WINNEBAGO,ROCKFORD,IL
61101,WINNEBAGO,ROCKFORD,IL
12901,CLINTON,PLATTSBURGH,NY
10466,BRONX,BRONX,NY
20910,MONTGOMERY,SILVER SPRING,MD
60451,WILL,NEW LENOX,IL
60440,WILL,BOLINGBROOK,IL
20744,PRINCE GEORGE'S,FORT WASHINGTON,MD
10025,NEW YORK,NEW YORK,NY
10032,NEW YORK,NEW YORK,NY
10021,NEW YORK,NEW YORK,NY
11201,KINGS,BROOKLYN,NY
14420,MONROE,BROCKPORT,NY
14222,ERIE,BUFFALO,NY
11501,NASSAU,MINEOLA,NY
14701,CHAUTAUQUA,JAMESTOWN,NY
10703,WESTCHESTER,YONKERS,NY
14424,ONTARIO,CANANDAIGUA,NY
10536,WESTCHESTER,KATONAH,NY
12866,SARATOGA,SARATOGA SPRINGS,NY
42420,HENDERSON,HENDERSON,KY
62864,JEFFERSON,MOUNT VERNON,IL
60504,KANE,AURORA,IL
60134,KANE,GENEVA,IL
60506,KANE,AURORA,IL
40383,WOODFORD,VERSAILLES,KY
10468,BRONX,BRONX,NY
76825,MCCULLOCH,BRADY,TX
77957,JACKSON,EDNA,TX
76936,SCHLEICHER,ELDORADO,TX
42718,TAYLOR,CAMPBELLSVILLE,KY
79346,COCHRAN,MORTON,TX
21502,ALLEGANY,CUMBERLAND,MD
21401,ANNE ARUNDEL,ANNAPOLIS,MD
61856,PIATT,MONTICELLO,IL
61603,PEORIA,PEORIA,IL
62363,PIKE,PITTSFIELD,IL
74447,OKMULGEE,OKMULGEE,OK
62301,ADAMS,QUINCY,IL
73102,OKLAHOMA,OKLAHOMA CITY,OK
61606,PEORIA,PEORIA,IL
60611,COOK,CHICAGO,IL
60130,COOK,FOREST  PARK,IL
60076,COOK,SKOKIE,IL
60304,COOK,OAK PARK,IL
60525,COOK,LA GRANGE,IL
60160,COOK,MELROSE PARK,IL
75494,WOOD,WINNSBORO,TX
77995,LAVACA,YOAKUM,TX
60644,COOK,CHICAGO,IL
60637,COOK,CHICAGO,IL
79007,HUTCHINSON,BORGER,TX
60613,COOK,CHICAGO,IL
60612,COOK,CHICAGO,IL
60616,COOK,CHICAGO,IL
60805,COOK,EVERGREEN PARK,IL
60657,COOK,CHICAGO,IL
60640,COOK,CHICAGO,IL
60453,COOK,OAK LAWN,IL
60068,COOK,PARK RIDGE,IL
60005,COOK,ARLINGTON HEIGHTS,IL
60007,COOK,ELK GROVE VILLAGE,IL
60611,COOK,CHICAGO,IL
60169,COOK,HOFFMAN ESTATES,IL
60615,COOK,CHICAGO,IL
42642,RUSSELL,RUSSELL SPRINGS,KY
25801,RALEIGH,BECKLEY,WV
40456,ROCKCASTLE,MT VERNON,KY
21921,CECIL,ELKTON,MD
40207,JEFFERSON,LOUISVILLE,KY
40202,JEFFERSON,LOUISVILLE,KY
40204,JEFFERSON,LOUISVILLE,KY
40205,JEFFERSON,LOUISVILLE,KY
40202,JEFFERSON,LOUISVILLE,KY
41240,JOHNSON,PAINTSVILLE,KY
25438,JEFFERSON,RANSON,WV
25901,FAYETTE,OAK HILL,WV
26147,CALHOUN,GRANTSVILLE,WV
25701,CABELL,HUNTINGTON,WV
24740,MERCER,PRINCETON,WV
25550,MASON,POINT PLEASANT,WV
25130,BOONE,MADISON,WV
24924,POCAHONTAS,BUCKEYE,WV
26537,PRESTON,KINGWOOD,WV
26452,LEWIS,WESTON,WV
66160,WYANDOTTE,KANSAS CITY,KS
26201,UPSHUR,BUCKHANNON,WV
25401,BERKELEY,MARTINSBURG,WV
26506,MONONGALIA,MORGANTOWN,WV
26038,MARSHALL,GLEN DALE,WV
62401,EFFINGHAM,EFFINGHAM,IL
41056,MASON,MAYSVILLE,KY
41042,BOONE,FLORENCE,KY
40977,BELL,PINEVILLE,KY
61282,ROCK ISLAND,SILVIS,IL
61201,ROCK ISLAND,ROCK ISLAND,IL
62702,SANGAMON,SPRINGFIELD,IL
40422,BOYLE,DANVILLE,KY
61801,CHAMPAIGN,URBANA,IL
54801,WASHBURN,SPOONER,WI
40033,MARION,LEBANON,KY
42345,MUHLENBERG,GREENVILLE,KY
13210,ONONDAGA,SYRACUSE,NY
42445,CALDWELL,PRINCETON,KY
42141,BARREN,GLASGOW,KY
74820,PONTOTOC,ADA,OK
73737,MAJOR,FAIRVIEW,OK
74578,LATIMER,WILBURTON,OK
62644,MASON,HAVANA,IL
42240,CHRISTIAN,HOPKINSVILLE,KY
41501,PIKE,PIKEVILLE,KY
73104,OKLAHOMA,OKLAHOMA CITY,OK
57567,HAAKON,PHILIP,SD
74501,PITTSBURG,MCALESTER,OK
73134,OKLAHOMA,OKLAHOMA CITY,OK
61701,MCLEAN,BLOOMINGTON,IL
41701,PERRY,HAZARD,KY
41503,PIKE,SOUTH WILLIAMSON,KY
62526,MACON,DECATUR,IL
60050,MCHENRY,MCHENRY,IL
61761,MCLEAN,NORMAL,IL
74344,DELAWARE,GROVE,OK
21613,DORCHESTER,CAMBRIDGE,MD
73702,GARFIELD,ENID,OK
73521,JACKSON,ALTUS,OK
74462,HASKELL,STIGLER,OK
60521,DUPAGE,HINSDALE,IL
60126,DUPAGE,ELMHURST,IL
60190,DUPAGE,WINFIELD,IL
60139,DUPAGE,GLENDALE HEIGHTS,IL
73801,WOODWARD,WOODWARD,OK
41018,KENTON,ERLANGER,KY
73505,COMANCHE,LAWTON,OK
73505,COMANCHE,LAWTON,OK
74030,CREEK,DRUMRIGHT,OK
74074,PAYNE,STILLWATER,OK
74743,CHOCTAW,HUGO,OK
73069,CLEVELAND,NORMAN,OK
74868,SEMINOLE,SEMINOLE,OK
74133,TULSA,TULSA,OK
74104,TULSA,TULSA,OK
73401,CARTER,ARDMORE,OK
73438,CARTER,HEALDTON,OK
54904,WINNEBAGO,OSHKOSH,WI
53024,OZAUKEE,GRAFTON,WI
74136,TULSA,TULSA,OK
74017,ROGERS,CLAREMORE,OK
73644,BECKHAM,ELK CITY,OK
74467,WAGONER,WAGONER,OK
54143,MARINETTE,MARINETTE,WI
74447,OKMULGEE,OKMULGEE,OK
53066,WAUKESHA,SUMMIT,WI
53083,SHEBOYGAN,SHEBOYGAN,WI
74133,TULSA,TULSA,OK
73534,STEPHENS,DUNCAN,OK
74820,PONTOTOC,ADA,OK
73542,TILLMAN,FREDERICK,OK
37331,MCMINN,ETOWAH,TN
62056,MONTGOMERY,LITCHFIELD,IL
61462,WARREN,MONMOUTH,IL
61270,WHITESIDE,MORRISON,IL
62681,SCHUYLER,RUSHVILLE,IL
62656,LOGAN,LINCOLN,IL
62960,MASSAC,METROPOLIS,IL
61944,EDGAR,PARIS,IL
99669,KENAI PENINSULA,SOLDOTNA,AK
30033,DEKALB,DECATUR,GA
30606,CLARKE,ATHENS,GA
25801,RALEIGH,BECKLEY,WV
42303,DAVIESS,OWENSBORO,KY
99701,FAIRBANKS NORTH STAR,FAIRBANKS,AK
99645,MATANUSKA-SUSITNA,PALMER,AK
99686,VALDEZ-CORDOVA,VALDEZ,AK
99752,NORTHWEST ARCTIC,KOTZEBUE,AK
99835,SITKA,SITKA,AK
38562,JACKSON,GAINESBORO,TN
38401,MAURY,COLUMBIA,TN
38305,MADISON,JACKSON,TN
59405,CASCADE,GREAT FALLS,MT
82931,UINTA,EVANSTON,WY
38242,HENRY,PARIS,TN
40330,MERCER,HARRODSBURG,KY
37830,ANDERSON,OAK RIDGE,TN
37367,BLEDSOE,PIKEVILLE,TN
37371,MCMINN,ATHENS,TN
37207,DAVIDSON,NASHVILLE,TN
37402,HAMILTON,CHATTANOOGA,TN
37403,HAMILTON,CHATTANOOGA,TN
37172,ROBERTSON,SPRINGFIELD,TN
37762,CAMPBELL,JELLICO,TN
37604,WASHINGTON,JOHNSON CITY,TN
37067,WILLIAMSON,FRANKLIN,TN
71306,RAPIDES,ALEXANDRIA,LA
37321,RHEA,DAYTON,TN
37130,RUTHERFORD,MURFREESBORO,TN
37917,KNOX,KNOXVILLE,TN
37620,SULLIVAN,BRISTOL,TN
37869,HANCOCK,SNEEDVILLE,TN
37660,SULLIVAN,KINGSPORT,TN
66839,COFFEY,BURLINGTON,KS
10305,RICHMOND,STATEN ISLAND,NY
70121,JEFFERSON,JEFFERSON,LA
67005,COWLEY,ARKANSAS CITY,KS
66757,WILSON,NEODESHA,KS
67530,BARTON,GREAT BEND,KS
66521,POTTAWATOMIE,ONAGA,KS
70605,CALCASIEU,LAKE CHARLES,LA
77515,BRAZORIA,ANGLETON,TX
78705,TRAVIS,AUSTIN,TX
76015,TARRANT,ARLINGTON,TX
76020,TARRANT,AZLE,TX
77521,HARRIS,BAYTOWN,TX
77401,HARRIS,BELLAIRE,TX
77514,CHAMBERS,ANAHUAC,TX
78758,TRAVIS,AUSTIN,TX
62801,MARION,CENTRALIA,IL
32026,UNION,RAIFORD,FL
32806,ORANGE,ORLANDO,FL
32514,ESCAMBIA,PENSACOLA,FL
33607,HILLSBOROUGH,TAMPA,FL
76448,EASTLAND,EASTLAND,TX
79938,EL PASO,EL PASO,TX
75840,FREESTONE,FAIRFIELD,TX
78114,WILSON,FLORESVILLE,TX
76104,TARRANT,FORT WORTH,TX
75034,COLLIN,FRISCO,TX
76240,COOKE,GAINESVILLE,TX
78624,GILLESPIE,FREDERICKSBURG,TX
75401,HUNT,GREENVILLE,TX
78629,GONZALES,GRAPEVINE,TX
76450,YOUNG,GRAPEVINE,TX
77964,LAVACA,HARLINGEN,TX
78861,MEDINA,HOUSTON,TX
77030,HARRIS,GRANBURY,TX
77091,HARRIS,HUMBLE,TX
75951,JASPER,JASPER,TX
76849,KIMBLE,JUNCTION,TX
77494,HARRIS,KATY,TX
78028,KERR,KERRVILLE,TX
78640,HAYS,KYLE,TX
79336,HOCKLEY,LEVELLAND,TX
78643,LLANO,LLANO,TX
75601,GREGG,LONGVIEW,TX
75070,COLLIN,MCKINNEY,TX
78572,HIDALGO,MISSION,TX
75455,TITUS,MOUNT PLEASANT,TX
77058,HARRIS,NASSAU BAY,TX
75965,NACOGDOCHES,NACOGDOCHES,TX
62002,MADISON,ALTON,IL
79761,ECTOR,ODESSA,TX
75801,ANDERSON,PALESTINE,TX
75460,LAMAR,PARIS,TX
75563,CASS,LINDEN,TX
79065,GRAY,PAMPA,TX
77504,HARRIS,PASADENA,TX
77504,HARRIS,PASADENA,TX
77505,HARRIS,PASADENA,TX
79072,HALE,PLAINVIEW,TX
79772,REEVES,PECOS,TX
75093,COLLIN,PLANO,TX
78061,FRIO,PEARSALL,TX
75080,DALLAS,RICHARDSON,TX
77469,FORT BEND,RICHMOND,TX
78665,WILLIAMSON,ROUND ROCK,TX
75088,ROCKWALL,ROWLETT,TX
60548,DEKALB,SANDWICH,IL
78224,BEXAR,SAN ANTONIO,TX
78240,BEXAR,SAN ANTONIO,TX
78258,BEXAR,SAN ANTONIO,TX
78201,BEXAR,SAN ANTONIO,TX
42431,HOPKINS,MADISONVILLE,KY
20850,MONTGOMERY,ROCKVILLE,MD
75092,GRAYSON,SHERMAN,TX
77479,FORT BEND,SUGAR LAND,TX
77380,MONTGOMERY,THE WOODLANDS,TX
77375,HARRIS,TOMBALL,TX
75862,TRINITY,TRINITY,TX
78801,UVALDE,UVALDE,TX
76702,MCLENNAN,WACO,TX
77598,HARRIS,WEBSTER,TX
79096,WHEELER,WHEELER,TX
79567,RUNNELS,WINTERS,TX
75204,DALLAS,DALLAS,TX
75071,COLLIN,MCKINNEY,TX
77094,HARRIS,HOUSTON,TX
87505,SANTA FE,SANTA FE,NM
77030,HARRIS,HOUSTON,TX
77070,HARRIS,HOUSTON,TX
75381,DALLAS,DALLAS,TX
75160,KAUFMAN,TERRELL,TX
78613,WILLIAMSON,CEDAR PARK,TX
78738,TRAVIS,AUSTIN,TX
76712,MCLENNAN,WACO,TX
76244,TARRANT,FORT WORTH,TX
78626,WILLIAMSON,GEORGETOWN,TX
78229,BEXAR,SAN ANTONIO,TX
77026,HARRIS,HOUSTON,TX
77015,HARRIS,HOUSTON,TX
78224,BEXAR,SAN ANTONIO,TX
77584,BRAZORIA,PEARLAND,TX
78654,BURNET,MARBLE FALLS,TX
75080,COLLIN,RICHARDSON,TX
10021,NEW YORK,NEW YORK,NY
79720,HOWARD,BIG SPRING,TX
75075,COLLIN,PLANO,TX
78154,COMAL,SCHERTZ,TX
78130,COMAL,NEW BRAUNFELS,TX
75231,DALLAS,DALLAS,TX
44484,TRUMBULL,WARREN,OH
44501,MAHONING,YOUNGSTOWN,OH
45863,VAN WERT,MIDDLE POINT,OH
75165,ELLIS,WAXAHACHIE,TX
77479,FORT BEND,SUGAR LAND,TX
77598,HARRIS,WEBSTER,TX
79731,NUECES,CORPUS CHRISTI,TX
77070,HARRIS,HOUSTON,TX
77004,HARRIS,HOUSTON,TX
97741,JEFFERSON,MADRAS,OR
76458,JACK,JACKSBORO,TX
78410,NUECES,CORPUS CHRISTI,TX
76932,REAGAN,BIG LAKE,TX
76177,TARRANT,FORT WORTH,TX
24211,WASHINGTON,ABINGDON,VA
83702,ADA,BOISE,ID
83340,BLAINE,KETCHUM,ID
46032,HAMILTON,CARMEL,IN
46254,MARION,INDIANAPOLIS,IN
76048,HOOD,GREENVILLE,TX
76642,LIMESTONE,HAMLIN,TX
23708,PORTSMOUTH,PORTSMOUTH,VA
79339,LAMB,LITTLEFIELD,TX
55455,HENNEPIN,MINNEAPOLIS,MN
60585,WILL,PLAINFIELD,IL
75032,ROCKWALL,ROCKWALL,TX
64128,JACKSON,KANSAS CITY,MO
73507,COMANCHE,LAWTON,OK
68105,DOUGLAS,OMAHA,NE
78465,DENTON,CORINTH,TX
77065,HARRIS,HOUSTON,TX
77004,HARRIS,HOUSTON,TX
77338,HARRIS,HUMBLE,TX
78648,CALDWELL,LULING,TX
75460,LAMAR,PARIS,TX
78229,BEXAR,SAN ANTONIO,TX
77479,FORT BEND,SUGAR LAND,TX
77477,FORT BEND,STAFFORD,TX
77904,VICTORIA,VICTORIA,TX
76502,BELL,TEMPLE,TX
79720,HOWARD,BIG SPRING,TX
79706,MIDLAND,MIDLAND,TX
53223,MILWAUKEE,MILWAUKEE,WI
78550,CAMERON,HARLINGEN,TX
78205,BEXAR,SAN ANTONIO,TX
96731,HONOLULU,KAHUKU,HI
77339,HARRIS,KINGWOOD,TX
79408,LUBBOCK,LUBBOCK,TX
78745,TRAVIS,AUSTIN,TX
75115,DALLAS,DE SOTO,TX
79706,MIDLAND,MIDLAND,TX
78550,CAMERON,HARLINGEN,TX
78539,HIDALGO,EDINBURG,TX
79106,POTTER,AMARILLO,TX
75701,SMITH,TYLER,TX
78626,WILLIAMSON,GEORGETOWN,TX
96743,HAWAII,KAMUELA,HI
